character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence
涔,cen2,10,978,1674,-0.26244343891402716,33,45,95,454,1096,927,0.103,0.22,0.455,2.193,6.524,10.3,3.299,5.366632554882993,1.4148546879923856,5.617108997459784,2.9375,2.8,2.9
层,ceng2,7,2836,8086,-0.4806811939205274,3027,1482,1240,2279,2477,460,9.43,7.229,5.933,11.01,14.744,5.111,8.91,5.003926345514724,429.9872019962313,3.365535625860007,2.5625,2.8,2.9
曾,ceng2,12,49232,26881,0.29365548592224716,14954,8220,9916,15953,17260,9770,46.586,40.098,47.445,77.068,102.738,108.556,70.415,4.146210559469808,358.4727286758889,3.4443340516923016,3.125,2.9,3
茶,cha2,9,3637,134544,-0.9473588988355852,67824,33597,23073,9833,2909,574,211.29,163.888,110.397,47.502,17.315,6.378,92.795,4.02782031226365,109.90848462631759,3.955035228553812,3.125,3.3,2.8
查,cha2,9,4782,4995,-0.021785823872353484,2743,2109,1256,2238,1102,335,8.545,10.288,6.01,10.812,6.56,3.722,7.656,5.062682752237506,318.7924858353752,3.4951317450881327,2.875,3.3,3.1
钗,chai1,8,4718,101717,-0.9113449523183164,47004,23443,16944,12686,5330,1074,146.43,114.356,81.072,61.285,31.726,11.933,74.467,4.122242913945819,1.672100994900092,5.5731471312642675,3.5625,3.2,2.8
柴,chai2,10,540,473,0.06614017769002961,351,85,75,131,257,114,1.093,0.415,0.359,0.633,1.53,1.267,0.883,5.7251496799833355,56.7871222498762,4.238168932495337,2.6875,3.2,2.6
婵,chan2,11,3343,548106,-0.9878755787026543,140866,85102,80908,120456,97079,26629,438.835,415.132,387.12,581.913,577.851,295.878,449.455,3.3463485880985226,0,6,4.1875,3.7,3.1
禅,chan2,12,1512,1842,-0.09838998211091235,452,257,339,938,1006,362,1.408,1.254,1.622,4.531,5.988,4.022,3.138,5.383209513670284,20.000900362074177,4.677762085556636,3.6875,3.9,3.2
蝉,chan2,14,1942,16197,-0.7858757373614863,6562,3013,2121,3095,2502,845,20.442,14.698,10.148,14.952,14.893,9.389,14.087,4.821397109659411,6.302534519238808,5.13652638143014,2.625,2.9,2.5
潺,chan2,15,1283,1684,-0.13515335355578026,59,49,221,1379,973,286,0.184,0.239,1.057,6.662,5.792,3.178,2.852,5.4143137215475035,6.688403979600368,5.114163805164974,3.5,3.5,3
产,chan3,6,14627,1300,0.836755195579833,2979,3002,6482,2902,486,81,9.28,14.644,31.014,14.019,2.893,0.9,12.125,4.8819006879220055,2729.962120481308,2.5636843236537614,2.6875,2.7,2.7
昌,chang1,8,4834799,996487,0.6582273618546578,2481885,1145936,933846,636153,436053,199330,7731.729,5589.932,4468.163,3073.203,2595.554,2214.778,4278.893,2.368567088484595,63.475526229476564,4.1906051045971555,4.4375,3.8,4
尝,chang2,9,658,628,0.02332814930015552,765,138,117,118,116,32,2.383,0.673,0.56,0.57,0.69,0.356,0.872,5.727694155597914,45.98277735975253,4.328061313732053,2.4375,2.7,2.8
常,chang2,11,556042,233275,0.40891935686169184,267098,156848,150334,117039,67245,30876,832.081,765.112,719.301,565.406,400.268,343.067,604.206,3.2180967750408294,1172.0784858482375,2.9306729300579613,3.5625,3.7,3.1
偿,chang2,11,219,342,-0.2192513368983957,261,40,43,79,103,30,0.813,0.195,0.206,0.382,0.613,0.333,0.424,5.846490010699163,55.62951386879152,4.246957166521228,1.9375,2.8,2.2
嫦,chang2,14,299,159246,-0.9962518411733366,50862,32809,33076,27819,12556,2697,158.449,160.044,158.258,134.391,74.738,29.967,119.308,3.9197054928568527,6.045288212331101,5.152101235845648,4,3.8,3.1
长,chang2,4,5015722,1536700,0.5309520662741197,2772125,1481937,1172582,686773,317538,116500,8635.903,7228.961,5610.44,3317.744,1890.107,1294.444,4662.933,2.3312476970867975,2037.3907507090353,2.6907125599712844,3.875,3.3,3.4
厂,chang3,2,20146,321,0.9686324326965359,2297,4584,9599,3034,738,117,7.156,22.361,45.928,14.657,4.393,1.3,15.966,4.770420537334355,403.2335860778299,3.3933676056096846,2.5,2.6,2.7
场,chang3,6,5377,159,0.94255780346820806,786,1147,1884,1087,505,138,2.449,5.595,9.014,5.251,3.006,1.533,4.475,5.261615876487844,871.9363572636711,3.0590174180318104,2.4375,2.5,2.6
昶,chang3,9,45506,4728,0.8117609587132221,7468,3888,5987,7520,12226,13113,23.265,18.966,28.646,36.329,72.774,145.7,54.28,4.257431965633858,1.2862315345385322,5.640879789216087,3.9375,3.4,3.7
畅,chang4,8,181748,187418,-0.015358944214797679,17101,11034,25347,61385,128242,126033,53.274,53.824,121.278,296.546,763.345,1400.367,448.106,3.3476511427785565,38.972815496517526,4.3982352610084,4.625,4.2,3.7
唱,chang4,11,3938,8307,-0.35679869334422215,330,225,523,2219,6834,2070,1.028,1.098,2.502,10.72,40.679,23,13.171,4.848599501964382,172.5479603583441,3.7605804860566514,3.375,3.3,2.8
怊,chao1,8,8,9,-0.058823529411764705,0,1,2,7,7,0,0,0.005,0.01,0.034,0.042,0,0.015,5.993533957750769,0,6,2.625,2.8,2.5
钞,chao1,9,3701,586,0.7266153487287147,212,104,195,746,1856,1177,0.66,0.507,0.933,3.604,11.048,13.078,4.972,5.223880200947012,10.804344890123671,4.9279581101099454,2.6875,2.5,2.9
绰,chao1,11,914,681,0.14608150470219436,279,53,77,238,495,451,0.869,0.259,0.368,1.15,2.946,5.011,1.767,5.557990840859048,9.582424932312065,4.975414803562506,3.1875,3.1,3.4
超,chao1,12,5289288,838488,0.7263320330247058,542135,457677,758522,1961333,1805554,601175,1688.894,2232.571,3629.292,9475.039,10747.345,6679.722,5742.144,2.2408502943541526,230.68562571948576,3.635100909949166,4.375,3.5,3.9
焯,chao1,12,33321,5146,0.732445992669041,7859,3605,3333,5482,8883,9321,24.483,17.585,15.947,26.483,52.875,103.567,40.157,4.385556289179993,0.38586946036155967,5.858277675434597,2.875,2.8,3.3
晁,chao2,10,1791,165,0.8312883435582822,105,72,140,310,564,766,0.327,0.351,0.67,1.498,3.357,8.511,2.452,5.461929212956828,0.9003620741769726,5.721163645449222,3.4375,2.9,3.2
巢,chao2,11,393,124,0.5203094777562862,123,43,72,122,122,35,0.383,0.21,0.344,0.589,0.726,0.389,0.44,5.841637507904751,27.52535483912459,4.544768944500799,2.5,2.7,2.8
朝,chao2,12,2802255,1103856,0.43480561612304414,1284376,757534,817760,530998,358454,157677,4001.171,3695.288,3912.727,2565.208,2133.655,1751.967,3010.003,2.52128881177957,284.6430385933772,3.5441763556654755,4,4,3.8
潮,chao2,15,223546,16760,0.8605111815768229,65761,38592,36094,38359,43561,17639,204.863,188.254,172.699,185.309,259.292,195.989,201.068,3.6945024570130403,133.1249638247381,3.8724903821608945,3.125,2.9,2.7
车,che1,4,6405,7427,-0.07388663967611336,3737,2392,2820,2502,1914,469,11.642,11.668,13.493,12.087,11.393,5.211,10.916,4.923869505456994,600.34856874586,3.2208737183456053,3.0625,2.9,3.1
彻,che4,7,3050,313,0.8138566755872733,447,202,211,328,538,1621,1.393,0.985,1.01,1.585,3.202,18.011,4.364,5.270511230820439,120.8414526698951,3.9142049317110934,3.25,2.8,3.4
澈,che4,15,4344,2059,0.3568639700140559,258,218,429,1049,1885,2562,0.804,1.063,2.053,5.068,11.22,28.467,8.113,5.040338629726505,8.74637443486202,5.011156907969016,4.0625,3.8,3.7
郴,chen1,10,2501,819,0.5066265060240964,136,203,342,765,987,885,0.424,0.99,1.636,3.696,5.875,9.833,3.742,5.324038450357831,0.4501810370884863,5.8385777781093235,3.625,3.3,3.2
琛,chen1,12,177680,86023,0.3475766297690963,20421,7675,20292,50396,95918,68935,63.617,37.439,97.091,243.459,570.94,765.944,296.415,3.5266371318028007,1.6077894181731653,5.583727481275167,4.375,3.9,3.9
臣,chen2,6,1315806,62211,0.9097093867492201,641319,301866,195132,123798,79218,38907,1997.879,1472.517,933.646,598.058,471.536,432.3,984.323,3.0064213795298698,54.34328233425299,4.256935087020495,3,3.1,3.3
尘,chen2,6,14800,6299,0.4029100905256173,1696,768,1205,3129,8755,5631,5.283,3.746,5.766,15.116,52.113,62.567,24.099,4.600343581432644,50.29165300045661,4.2899533044942215,2.0625,3.3,2.7
辰,chen2,7,399521,159184,0.43016797773422466,67770,25415,21625,84320,134575,224955,211.121,123.976,103.469,407.343,801.042,2499.5,691.075,3.1598468386051435,13.248184805746881,4.846240460501889,4.1875,3.6,3.8
沉,chen2,7,2877,5044,-0.27357656861507385,1511,796,815,1987,2367,450,4.707,3.883,3.9,9.599,14.089,5,6.863,5.104411724333737,256.86043744734485,3.588615284912508,2.375,2.7,2.9
忱,chen2,7,36516,8383,0.6265841110046995,17984,7754,4803,5882,6081,2390,56.025,37.824,22.981,28.415,36.196,26.556,34.666,4.4477455947641875,5.273549291607982,5.202486685383042,3.4375,3.4,2.9
陈,chen2,7,215129,187502,0.0686161770951566,93371,27574,35860,78601,104533,62658,290.875,134.507,171.579,379.715,622.22,696.2,382.516,3.4162165128968494,290.49539207552755,3.5353683061261973,3.0625,2.7,2.9
宸,chen2,10,107931,30533,0.5589756182112318,1426,583,1314,8662,35091,91397,4.442,2.844,6.287,41.845,208.875,1015.522,213.303,3.668971749283294,0.4501810370884863,5.8385777781093235,4.25,3.6,3.2
晨,chen2,11,1136672,815879,0.16429430012327462,27649,36921,72658,311776,786120,713577,86.134,180.102,347.646,1506.164,4679.286,7928.633,2454.661,2.6098315870386224,65.66211983819207,4.176120880003553,4.625,3.7,3.6
谌,chen2,11,682,308,0.37777777777777777,69,42,59,289,294,237,0.215,0.205,0.282,1.396,1.75,2.633,1.08,5.681936665037238,0.32155788363463306,5.87891381021477,3.5625,3.2,3.1
趁,chen4,12,6586,28576,-0.6253910471531767,11328,8194,6932,5502,2482,552,35.29,39.971,33.167,26.58,14.774,6.133,25.986,4.568861483975082,27.075173802036105,4.551677546516848,2.25,2.4,2.8
琤,cheng1,10,1429,3210,-0.3839189480491485,430,399,1266,1616,687,246,1.34,1.946,6.057,7.807,4.089,2.733,3.995,5.3014645074379985,0.38586946036155967,5.858277675434597,3.5,3.1,3.4
称,cheng1,10,7219,6199,0.07601729020718438,2954,2021,1893,2988,2588,1058,9.202,9.859,9.057,14.435,15.405,11.756,11.619,4.898975059647305,486.9029473995614,3.311666558326555,2.6875,2.5,3.1
成,cheng2,6,11279627,2009329,0.697594152618159,4918990,2598346,2148822,1663787,1344459,614690,15323.956,12674.859,10281.445,8037.618,8002.732,6829.889,10191.75,1.9917086277012694,3425.1702648993846,2.4651910583965244,4.3125,3.6,3.8
丞,cheng2,6,54955,3717,0.8732956094900464,577,548,1797,8471,17143,30152,1.798,2.673,8.598,40.923,102.042,335.022,81.843,4.081744182353975,5.659418751969542,5.176563675308431,3.875,3.3,3.6
呈,cheng2,7,93865,28348,0.5360886321422434,32804,14955,14009,21246,22443,16761,102.193,72.951,67.029,102.638,133.589,186.233,110.772,3.9516669779209503,92.60867048677433,4.0286839229481695,3.5,3,3.5
枨,cheng2,8,411,90,0.6407185628742516,31,12,25,76,143,209,0.097,0.059,0.12,0.367,0.851,2.322,0.636,5.786216700664696,0,6,2.6875,2.8,2.9
诚,cheng2,8,536683,43602,0.8497221193034458,89473,47936,54771,99853,147547,140430,278.732,233.834,262.062,482.382,878.256,1560.333,615.933,3.209761998544169,92.73729364022817,4.028087589476808,4.625,4.5,3.7
承,cheng2,8,1067757,314925,0.5444722647723772,489819,236666,218158,175585,147012,115873,1525.916,1154.468,1043.818,848.237,875.071,1287.478,1122.498,2.9494276963554324,240.46098538197862,3.617153031380859,4,4.2,3.8
城,cheng2,9,742645,38616,0.901144431886399,137716,79776,93339,148760,189080,132775,429.022,389.151,446.598,718.647,1125.476,1475.278,764.029,3.1163221017074787,430.1158251496852,3.3654060350235393,3.5,3.4,2.9
宬,cheng2,9,1073,264,0.6050860134629769,7,16,55,283,397,579,0.022,0.078,0.263,1.367,2.363,6.433,1.754,5.560036064079095,0,6,3.3125,3.1,3.1
埕,cheng2,10,583,106,0.6923076923076923,107,55,54,112,164,197,0.333,0.268,0.258,0.541,0.976,2.189,0.761,5.754240644032723,1.0289852276308258,5.692721114909371,2.8125,2.8,2.5
乘,cheng2,10,11959,2344,0.6722365937215968,1358,918,1448,2736,4282,3552,4.231,4.478,6.928,13.217,25.488,39.467,15.635,4.778977194795159,86.43475912098937,4.0583158820858936,2.875,2.8,2.9
珵,cheng2,11,369,629,-0.2605210420841683,25,9,33,378,354,199,0.078,0.044,0.158,1.826,2.107,2.211,1.071,5.683819901106547,0,6,3.5625,3.2,3.1
铖,cheng2,11,61995,6562,0.8085680528611229,472,708,2359,11491,26612,26869,1.47,3.454,11.287,55.512,158.405,298.544,88.112,4.050063809062235,0,6,3.625,2.6,3
程,cheng2,12,758016,179524,0.6170318066429166,55006,43972,74210,202266,330156,232109,171.358,214.498,355.072,977.13,1965.214,2578.989,1043.71,2.981004248192796,913.8031937129002,3.0386723278765393,3.3125,3.2,3.1
澄,cheng2,15,51459,21985,0.4013125646751266,14393,5150,6126,11318,17967,18517,44.838,25.122,29.311,54.676,106.946,205.744,77.773,4.103622614494682,15.9492710282778,4.770848975644049,3.6875,3.6,3
橙,cheng2,16,6286,6991,-0.05309934473149055,387,279,524,2770,5347,3972,1.206,1.361,2.507,13.382,31.827,44.133,15.736,4.77634833281282,8.296193397773532,5.031694849808287,3.125,3.4,2.6
骋,cheng3,10,14630,2136,0.7451986162471669,193,429,1428,2888,6027,5797,0.601,2.093,6.833,13.952,35.875,64.411,20.628,4.664983639096413,3.98731775706945,5.302132960687683,4.125,3.7,3.9
池,chi2,6,231479,89236,0.4435183886004708,147175,52301,35115,28262,32206,26081,458.489,255.127,168.014,136.531,191.702,289.789,249.942,3.6004266450157383,87.14218646498556,4.054816180534741,3.1875,3.1,2.8
弛,chi2,6,16315,4568,0.5625149643250491,192,434,1191,3903,7422,7744,0.598,2.117,5.699,18.855,44.179,86.044,26.249,4.564649431091955,9.646736509038991,4.972783493944993,3.25,3.4,3.2
驰,chi2,6,149894,23612,0.727824974352472,4427,5602,13932,25699,67133,56660,13.791,27.327,66.66,124.15,399.601,629.556,210.181,3.675345157948566,28.87589795039005,4.5246790326868584,4.375,3,3.5
迟,chi2,7,7189,3961,0.2895067264573991,1376,1166,1363,2640,3481,1124,4.287,5.688,6.522,12.754,20.72,12.489,10.41,4.942714355581785,71.77171962725009,4.138037362390604,2.4375,2.8,2.4
墀,chi2,15,293,82,0.5626666666666666,148,17,34,43,61,70,0.461,0.083,0.163,0.208,0.363,0.778,0.343,5.871923987331285,0.32155788363463306,5.87891381021477,3.25,2.7,2.9
赤,chi4,7,5377,6294,-0.07857081655385142,3294,2551,1968,1913,1451,491,10.262,12.444,9.416,9.242,8.637,5.456,9.243,4.9895728272829505,79.2961741043005,4.095305147186756,3.6875,3.2,3.3
炽,chi4,9,31042,1951,0.8817324887097263,11277,4699,4021,5499,5222,2301,35.131,22.922,19.239,26.565,31.083,25.567,26.751,4.556721362571684,9.582424932312065,4.975414803562506,4.1875,3.3,3.5
冲,chong1,6,342204,46518,0.7606618611758532,39990,31718,40600,122267,122089,32307,124.579,154.722,194.258,590.662,726.72,358.967,358.318,3.4445210263108876,258.46822686551803,3.5859158160113402,3.5,2.7,3.3
充,chong1,6,6774,1195,0.7000878403814782,965,564,933,2405,2229,877,3.006,2.751,4.464,11.618,13.268,9.744,7.475,5.07186029312488,348.1185648228538,3.4570270564114023,3.125,2.9,3.2
翀,chong1,10,25201,6308,0.5996064616458789,343,1144,4214,9982,8430,7449,1.069,5.58,20.163,48.222,50.179,82.767,34.663,4.447782126425825,0,6,4,2.9,3.6
憧,chong1,15,785,647,0.09636871508379888,14,23,64,248,565,521,0.044,0.112,0.306,1.198,3.363,5.789,1.802,5.552531869050244,5.337860868334909,5.198057298875228,3.6875,3.3,3.3
虫,chong2,6,911,1052,-0.0718288334182374,1090,307,224,154,118,61,3.396,1.498,1.072,0.744,0.702,0.678,1.348,5.6293019074244235,227.5986700365933,3.640926300613742,1.625,2,2
崇,chong2,11,655729,200477,0.5317084907136834,327405,157079,132133,108528,85562,46159,1019.953,766.239,632.215,524.29,509.298,512.878,660.812,3.1792653624609426,83.54073816827767,4.072933964443951,4.1875,3.7,3.8
宠,chong3,8,4788,2097,0.3908496732026144,603,386,600,1757,2557,982,1.879,1.883,2.871,8.488,15.22,10.911,6.875,5.103749437538362,10.997279620304452,4.920917218937925,3.0625,3,2.8
铳,chong4,11,210,16,0.8584070796460177,13,11,21,58,92,31,0.04,0.054,0.1,0.28,0.548,0.344,0.228,5.910801633194851,0.38586946036155967,5.858277675434597,2.5625,3,3.1
仇,chou2,4,408,218,0.3035143769968051,128,34,72,143,183,66,0.399,0.166,0.344,0.691,1.089,0.733,0.57,5.804100347590766,38.52263445942904,4.403154114361236,1.5625,1.7,2.4
俦,chou2,9,148,60,0.4230769230769231,82,23,25,30,37,13,0.255,0.112,0.12,0.145,0.22,0.144,0.166,5.933301449577005,0,6,3.125,2.6,2.6
畴,chou2,12,1914,153,0.8519593613933236,973,301,247,249,209,100,3.031,1.468,1.182,1.203,1.244,1.111,1.54,5.5951662833800615,28.49002849002849,4.530324807880342,3.1875,2.9,3.1
酬,chou2,13,379,247,0.2108626198083067,200,90,67,103,118,47,0.623,0.439,0.321,0.498,0.702,0.522,0.518,5.818728228440539,31.31973786601326,4.490532170292428,3.1875,3.2,3.3
筹,chou2,13,1439,311,0.6445714285714286,665,221,191,264,303,106,2.072,1.078,0.914,1.275,1.804,1.178,1.387,5.6221475809932455,45.6612194761179,4.331043915245907,3.25,3.3,3.2
初,chu1,7,417347,85158,0.6610660590441886,264783,105468,68109,33517,19186,10997,824.869,514.478,325.88,161.918,114.202,122.189,343.923,3.4622778452381677,380.08141845613625,3.4189822269263512,3.8125,3.3,3.4
杵,chu3,8,343,79,0.6255924170616114,233,67,28,33,35,26,0.726,0.327,0.134,0.159,0.208,0.289,0.307,5.883724412419456,1.2219199578116058,5.653271590087708,2.5,3.1,2.5
础,chu3,10,2529,412,0.7198231893913635,1072,420,362,386,407,294,3.34,2.049,1.732,1.865,2.423,3.267,2.446,5.46268472688799,334.9990031705607,3.473662011057082,3.125,2.9,2.7
储,chu3,12,5238,1190,0.6297448662103298,856,444,520,871,1752,1997,2.667,2.166,2.488,4.208,10.429,22.189,7.358,5.077897633192393,62.446541001845745,4.197592049924831,3.375,3.3,3.1
楚,chu3,13,335756,360955,-0.03616851176456235,139451,86158,82835,93535,177094,116965,434.427,420.283,396.34,451.86,1054.131,1299.611,676.109,3.169341413607153,153.06155261008533,3.812305729695672,3.625,3.7,3.4
褚,chu3,13,292,231,0.11663479923518165,23,17,30,83,190,180,0.072,0.083,0.144,0.401,1.131,2,0.639,5.785421046429501,3.0226441061655507,5.39548838889668,3.5625,3.1,3.3
川,chuan1,3,1118609,148579,0.7654980949945864,224926,147567,171713,311544,296895,117410,700.704,719.839,821.593,1505.043,1767.232,1304.556,1136.495,2.9440505036617792,102.1910954190864,3.986357777294123,3.6875,3.5,2.9
传,chuan2,6,2614816,1102966,0.4066537521565277,1439612,827321,669587,429381,242047,108581,4484.773,4035.712,3203.766,2074.304,1440.756,1206.456,2740.961,2.5619387266454297,749.9372962126912,3.124396325373638,3.1875,3.2,3
串,chuan4,7,2701,6409,-0.4070252469813392,3137,1510,651,1604,1839,369,9.773,7.366,3.115,7.749,10.946,4.1,7.175,5.087512238667676,55.43657913861074,4.248439318557837,2,2.7,2.5
闯,chuang3,6,237688,10305,0.9168928155230188,5382,8558,25596,81625,95338,31498,16.766,41.746,122.469,394.324,567.488,349.978,248.795,3.602416258892796,29.9691947547478,4.5090700868006595,3.4375,2.7,3.7
创,chuang4,6,187811,7230,0.9258617418901667,27150,21044,29829,42923,49547,24534,84.579,102.654,142.722,207.357,294.923,272.6,184.139,3.732502086375638,523.174676673548,3.280523964020081,3.875,3.4,4
吹,chui1,7,422,488,-0.07252747252747253,187,77,100,223,253,70,0.583,0.376,0.478,1.077,1.506,0.778,0.8,5.7447274948966935,102.06247226563254,3.9868994438811147,1.8125,2.4,2.2
炊,chui1,8,72,43,0.25217391304347825,8,7,7,34,43,16,0.025,0.034,0.033,0.164,0.256,0.178,0.115,5.952725132615821,12.283511154842984,4.876687115207092,1.9375,2.9,2.3
垂,chui2,8,26297,6294,0.6137583995581603,10638,5952,5190,4636,3804,2347,33.14,29.034,24.833,22.396,22.643,26.078,26.354,4.562979157414394,93.18747467731666,4.026006847103105,2.375,2.9,2.7
春,chun1,9,8840099,13237704,-0.1991867125546867,5891938,4783710,5313386,3835199,1755250,500580,18354.947,23335.171,25422.9,18527.531,10447.917,5562,16941.744,1.771016251174699,305.6086126063553,3.513415650020194,4.25,4,2.9
椿,chun1,13,20338,7262,0.473768115942029,7380,2366,3098,4300,5704,4778,22.991,11.541,14.823,20.773,33.952,53.089,26.195,4.56551093684881,3.151267259619404,5.381819305734568,3.5,3.7,2.6
纯,chun2,7,441862,480087,-0.0414610786496867,303634,145654,127057,128042,152196,66401,945.9,710.507,607.928,618.56,905.929,737.789,754.436,3.121802322885761,138.52713626979994,3.855341319371535,4.4375,4.2,2.9
莼,chun2,10,131,1322,-0.8196834136269787,65,56,127,175,371,660,0.202,0.273,0.608,0.845,2.208,7.333,1.912,5.535808629359001,1.5434778414462387,5.594572041551221,4,3.9,2.7
淳,chun2,11,72124,41007,0.2750528148783269,11317,6070,7431,15091,30629,42667,35.255,29.61,35.555,72.903,182.315,474.078,138.286,3.856092533456158,8.682062858135094,5.014032102148279,4.5,3.9,3.4
醇,chun2,15,824,705,0.07782864617396991,60,54,87,289,572,467,0.187,0.263,0.416,1.396,3.405,5.189,1.809,5.551448260798422,19.550719324985693,4.687172972162386,3.625,3.8,3
词,ci2,7,2884,2578,0.056023434639326256,819,588,780,1007,1319,947,2.551,2.868,3.732,4.865,7.851,10.522,5.398,5.193955764251911,291.07419626606986,3.5345068097305505,3.3125,3.1,3
祠,ci2,9,230,72,0.5231788079470199,127,41,27,40,40,26,0.396,0.2,0.129,0.193,0.238,0.289,0.241,5.90622821850127,7.7817007839581205,5.05642136455453,3,2.9,3.2
辞,ci2,13,1336,1545,-0.07254425546685178,234,251,443,826,769,365,0.729,1.224,2.12,3.99,4.577,4.056,2.783,5.422163658707256,63.86139568983813,4.188013710398266,2.6875,3.1,3.3
慈,ci2,13,42968,126705,-0.4935198882556447,60113,27318,22658,19887,21330,18362,187.268,133.259,108.411,96.072,126.964,204.022,142.666,3.842645999851226,29.519013717659316,4.515429505576245,4.25,4,2.8
